text,label,prob_seed42,fold_seed42,prob_seed7,fold_seed7,prob_seed2024,fold_seed2024
"ครั้งแรกกับเพลาเพลิน ณ สามชุก เกือบเลยร้าน เพราะอยู่ตรง ยูเทิร์นพอดี 55 ขับเพลินไปหน่อย ใครมาเที่ยวตลาดสามชุกแล้วอยากหาร้านกาแฟ ขนม สเต็ก ร้านนี้มีครบ เมนูไม่มากแต่ก็ครบจบในร้านเดียว ชอบบรรยากาศร่มรื่นของสนามหญ้า กับต้นไม้หน้าร้านดูสงบดีถึงแม้จะติดถนนใหญ่ มีโต๊ะให้นั่งทั้งในร้านแอร์เย็นๆ มีเพลงฟังเบาๆ นอกร้านดูกว้างไม่อึดอัด พร้อมกับมีห้องน้ำบริการด้วย
ร้านนี้เปิดมาประมาณ 10 เดือน มีลูกค้าแวะเวียนมาเรื่อยๆ นะ
มาถึงเมนูวันนี้ จัดวาฟเฟิลคาราเมล สงสัยราดเยอะไป(ไม่เยอะนะยังไม่หมดถ้วยเลย^^) หวานไปนิด วาฟเฟิลยังธรรมดา (มีร้านที่กินแล้วสัมผัสได้ถึงความนุ่มหอมของแป้ง)
สั่งกาแฟลาเต้ร้อน แต่ๆๆๆ ทำไมมันไม่ร้อนอะคะ!! ทางร้านเลยเอาไปเวฟให้สักพักก็มาเสริฟ พร้อมกาแฟร้อนๆควันกรุ่นๆ 55 ดีที่ร้านนี้เสริฟชาร้อนมาด้วยจิบไปพลางๆ ????????
เอาเป็นว่าภาพรวมโอเคค่ะ นั่งเล่น wifi ฟังเพลง เพลินๆไป ผ่านมาก็จะแวะอีกค่ะ",0,0.2906574010848999,4,0.1740996390581131,3,0.11245907843112946,5
"ประทับใจทุกรายละเอียด..เป็นร้านที่มีความลงตัวเต็มไปด้วยบรรยากาศที่อยู่รายล้อมท่ามกลางธรรมชาติ..มาถึงนั่งเลยวันนี้มาเป๋นครอบครัวมานั่งปุ๊ปพนักงานรีบเข้ามาถามแนะนำเมนูแนะนำ..สั่งเลยแกงส้มปูไข่,ผัดผักกูด,ผัดเห็ดสามอย่าง,ยำผักบุ้งกรอบ,น้ำพริกป๊ไข่,ห่อหมกมะร้าว
กุ้งอบวุ้นเส้นรสชาติดีค่ะแต่มีกุ้งอบวุ้นเส้นรสชาติจืดไป..แต่ปริมาณและเสริพมาสวยงาม
สำหรับเมนูห่อหมกมะพร้าวรสชาติธรรมดา
เมนูยำผักบุ้งกรอบอร่อยมาก.
ผัดเห็ดและผัดผักกูดอร่อย,น้ำพริกก็อร่อย
แนะค่ะควรมาหากมาถึงระยองแนะนำห้ามพลาดค่ะ..แล้วคุณจะรู้ว่ามันเป็นความพรีเมี่ยมที่ได้มา
ให้คะแนนเต็มห้าเพราะชอบบรรยากาศค่ะ
โดยรวมคือประทับใจและจะต้องมาอีกแน่นอน",0,0.08448153734207153,5,0.12545180320739746,5,0.09461880475282669,4
"เกิดอยากจะกินเป็ดปักกิ่งจะเป็นจะตาย พอดีผ่าน The Paseo เลยมาลองทานร้านนี้ดู
-ร้านตั้งอยู่ด้านหน้าเลยค่ะ
-รสชาติเป็ดปักกิ่งปานกลาง แบบไม่ได้ถึงขั้นแนะนำให้มาทานค่ะ เป็ดไม่ค่อยหอมเท่าที่ควร ส่วนพวกข้าวผัดก็รสชาติปานกลางเช่นกัน",0,0.1328725516796112,2,0.11599574238061905,2,0.09546325355768204,4
"วันนี้เรามาทานร้าน Buttercup กับเพื่อนสนิท ร้านบรรยากาศดี สวยยยยยย แต่เสียดายที่ไม่ได้นั่งตรง wall ของร้านที่ประดับตกแต่งสวยงาม แต่ก็บ่ยั้น 555 ขอพนักงานในร้านไปนั่งเพื่อถ่ายรูป ถามว่าอายมั้ย ตอบเรยมว่ามว๊ากกกก 555 ไปร้านนี้สั่งแค่อย่างเดียวเพราะต่างคนต่างลดความอ้วนเลยทานแต่ฮันนี่โทสต์(ตามรูป) อร่อยมากกก กรอบบบบ ใส่ butter น้อย ทำให้ทานแล้วไม่เลี่ยนเหมือนร้านดังที่ทานได้ไม่นาน ก็ไม่ไหวแล้ว ร้านนี้โอเคเรยค่าาาา :D วันหลังคงจะแวะไปทานอย่างอื่นๆอีก น่าจะมีอะไรอร่อยๆให้ทานอีกเพียบค่าาาา
ร้านตั้งอยู่ใต้โรงแรม Amari เพราะฉะนั้นที่จอดรถสบาย ห้องน้ำสะอาดสะอ้าน 
เหมาะกับใคร:เหมาะกับคนที่ไปนั่งทานกะเพื่อน กะคนรัก กะคุนพ่อคุนแม่ ร้านค่อนข้างเงียบนิดส์นึง คือคนเต็มร้านนะ แต่ว่าเค้าคุยกันเบาเชียว ไปนั่งอ่านอะไรชิวๆก็น่าจะเวิร์คน้าาา",0,0.1416017711162567,2,0.14280788600444794,3,0.13366061449050903,3
มากี่ทีๆไม่เข้าใจ เขียนสั้งอาหารพร้อมสั่งข้าวสวยหรือข้าวต้ม แต่ก้อต้องมาบอกบอกซ้ำตอนกับจานที่2 ที่3 มาทุกครั้ง และต้องคอยทวงอาหารตลอด รสชาติดีนะ คนกินเยอะแต่บริการเรื่องเวลาและเซิฟอาหารให้ครบตามที่สั้งต้องปรับปรุงขั้นสุด แต่เรียกเก็บเงินทุกครั้ง มาไวมาก ไม่เข้าใจว่าอาหารไม่มาไวเหมือนตอนเก็บเงิน,1,0.06723649054765701,2,0.24527134001255035,3,0.20610502362251282,1
เป็นร้านอาหารที่ดูแสนจะธรรมดา ทั้งการตกแต่ง โต๊ะอาหารและเครื่องมือเครื่องใช้ แต่ต้องมองข้ามไปเพราะความอร่อยของอาหารนี่แหละค่ะ ราคาก็ไม่แพงในระดับตั้งอยู่ในสยาม ก๋วยเตี๋ยวหมูตุ๋นเค้าอร่อยมาก ซุปนี่หอมเครื่องเทศมาก หมูก็นุ่มดีค่ะ ส่วนเมนูข้าวก็ต้องข้าวหน้าไก่เลยค่ะ น้ำข้นหนืบพอดี เนื้อไก่เป็นชิ้นเล็กพอประมาณ ราดลงบนข้าวร้อนๆ อืม เกินบรรยายค่ะ แถมบริการไวมากๆค่ะ นั่งแปปเดียวอาหารขึ้นแล้วค่ะ คนเยอะมาก พนักงานก็เยอะด้วย แต่ความสะอาดของร้านให้ 3 ดาวพอค่ะ ราคากับปริมาณพอๆกันค่ะ ใครรีบเร่งก็แวะมาทานได้ค่ะ,0,0.06423234194517136,5,0.09289208799600601,2,0.06245730444788933,4
"มาเป็นครั้งที่2เพราะติดใจหม้อไฟจีน น้ำซุปกระดูกหมูและน้ำซุปเห็ดรวม
มาครั้งนี้ลองน้ำซุปเสฉวน รสชาติเข้มข้น ใส่พริกแห้งลอยมาเต็ม ห้ามลองตอนยังไม่เดือดเพราะจะตักเจอแต่น้ำมันต้องรอจนเดือดเสียก่อน ในน้ำซุปมีเม็ดอะไรสักอย่าง เคี้ยวไปแล้วจะรู้สึกซ่าที่ลิ้นและปาก มีรสเปรี้ยวติดปลายลิ้น ถ้าชอบแปลกๆก็ควรลอง ไม่รับประกันความอร่อย555
แต่ถ้าชอบความอร่อยมาตรฐานนุ่มนวลก็น้ำซุปกระดูกหมูเลยค่ะ
บะหมี่กระดูก ใช่ได้แต่เส้นนุ่มไปหน่อย น่าจะเหนียวนุ่มกว่านี้สักนิด
ไก่แช่เหล้า อร่อยดี  
เสี่ยวหลงเปา แห้งไปหน่อย ไม่มีน้ำซุปไหลโจ๊กๆแต่รสชาติใช้ได้
ขาหมูเฉสวน เนื้อนุ่มเปื่อยได้ที่
ปลาผัดพริกเกลือ ไม่ผ่าน ใช้ปลาดอลรี่",0,0.17367270588874817,1,0.11815647780895233,2,0.16435183584690094,1
ร้านนี้ตั้งอยู่เยื้องกับหลังโรงพยาบาลหาดใหญ่ ขายอาหาร กับข้าว อาหารจานเดียว มีเค้กและกาแฟสดด้วย บรรยากาศร้านติดแอร์นั่งสบายดี คนไม่เยอะ ไม่พลุกพล่าน เครื่องดื่มอร่อย กีวี่โซดาหอมกลิ่นกีวี่ชัดเจน ขนมเค้กมีให้เลือกเยอะแต่ไม่ได้ลอง,0,0.06756853312253952,3,0.10023412108421326,2,0.12277492880821228,3
วันอังคาร สมอลเพลสลดครึ่งราคา ถึงหกโมงเย็น เครื่องดื่ม ซื้อหนึ่งแถมหนึ่งถึงสามทุ่ม ลองแล้วอร่อยคะ วันนี้นั่งข้างบน สวย เย็น ดูดีที่สุด ตกแต่งแบบบ้านไม้ไฮโซว์สมัยรัชกสลที่5 มีดนตรีเบาๆ ชอบเลยคะ รอบหน้าจานั่งข้างบนนะ,0,0.5095885396003723,4,0.3209717869758606,3,0.18075813353061676,5
คือต้องบอกว่าก่อนจะเขียนรีวิวนี้ เราแวะไปร้านนี้มาหลายรอบแล้ว รสชาติใช้ได้เลย ราคาอาจจะสูง แต่ถ้าเทียบกับคุณภาพแล้วถือว่าคุ้ม บราวนี่ที่แพ็คกล่องอร่อยทุกรสเลย เจ้าของร้านก็น่ารัก เป็นกันเองกับลูกค้ามากๆ,0,0.14917996525764465,2,0.1117989718914032,5,0.15127502381801605,3
มาถึงรอบนี้ไม่ต้องกลัวใครแล้ว !! #ฟุตบอลไทย #smmsport #ไทยลีก4 #T4 #ช้างเอฟเอคัพ2017 #เจแอลเชียงใหม่ยูไนเต็ด,0,0.5504268407821655,1,0.42693209648132324,3,0.5013732314109802,3
"มากินร้านนี้ทุกครั้งที่มาเชงเม้งครับ สิบกว่าปีแล้วโดยประมาณ ปกติจะมากินแต่เช้า 7 โมงตลอด

จอดรถได้ริมถนนหน้าแบงค์กรุงเทพ เดินเข้าซอยมาก็จะเจอเลย ที่นั่งหน้าร้านมีประมาณ 20 ที่แน่นๆ แนะนำว่า
- ให้กินก๋วยเตี๋ยวน้ำครับสำหรับร้านนี้ เพราะเป็นสูตรที่ใส่ปลาหมึกลงไป รสจะหวานพิเศษ (มีกลิ่นปลาหมึกบางๆ)
- ลองหมูบะช่ออร่อยดีครับ
- ส่วนเส้นเฉยๆ ปกติ",0,0.20317772030830383,4,0.12459529936313629,3,0.05105207487940788,1
"ด้วยเวลาสี่ทุ่มกว่า หลังจากออกกำลังกายเสร็จ แถวถนนหนามแดงหาของอร่อย ๆ กินยากมาก ครูเม้งเลยขับออกมาทางถนนกิ่งแก้ว-คลองขุด .. จากสี่แยกคลองขุด วิ่งฝั่งขาเข้าไป 300 เมตร ก่อนถึงหมู่บ้านณุศาสิริและปั๊มน้ำมันเอสโซ่ จะเจอร้านก๋วยเตี๋ยวโฮเด้งอยู่ซ้ายมือ ป้ายไฟสีเหลือง

ให้ลองสังเกตว่ามีรถแพง ๆ แวะเข้ามากินเรื่อย ๆ รสชาติก๋วยเตี๋ยวที่นี่ ก็เหมือนก๋วยเตี๋ยวเนื้อน้ำตกเข้ม ๆ ทั่วไป แต่ที่เด็ดของที่นี่คือ ไส้วัวที่ไม่คาว ไม่เหนียว และเนื้อเปื่อยที่เคี่ยวตุ๋นจนนุ่ม กัดขาดง่าย ไม่ติดฟัน เสียดายให้มาน้อยชิ้นจนนึกว่ากำลังกินราเมง

อีกอย่างที่อร่อยของที่นี่ คือกระเทียมเจียวที่เจียวเอง ไม่ชุ่ยเหมือยหลายเจ้าเดี๋ยวนี้ที่ซื้อจากตลาดเอา คนขายก็ใจดีให้อย่างไม่อั้นด้วยสิ",0,0.1783318817615509,2,0.2124277949333191,5,0.0765678808093071,4
"ร้าน Amazon ในปั๊ม ปตท. มี 3 เมนูใหม่มาให้ลองชิมกันในช่วงหน้าร้อนแบบนี้ 
- Hot Orange กาแฟร้อนผสมกลิ่นส้ม แก้วละ 55 บาท
- Orange Latte กาแฟเย็นลาเต้ผสมกลิ่นส้ม แก้วละ 70 บาท 
- Black Orange Soda Popz กาแฟดำผสมโซดาและกลิ่นส้ม แก้วละ 65 บาท รสชาติอร่อยซ่าโซดา สดชื่นดีเหลือเกิน แต่พอกาแฟดำมาผสมกับโซดาและกลิ่นส้มอ่อนๆ รสชาติเหมือนกลิ่นควันไฟแบบว่าเหมือนทานควันไฟจากกลิ่นไก่ย่างอะไรแบบนั้นเลยค่ะ อร่อยสดชื่นแบบแปลกๆ ดีค่ะ

เมนูประจำที่ไม่เคยพลาดถ้าเข้าร้าน Amazon เมนูชาเขียวนมสดปั่น แก้วละ 55 บาท ยังอร่อยเข้มข้นชาเขียวหวานมันเหมือนเดิมค่ะ

แก้วสุดท้าย ชามะนาว แก้วละ 45 บาท เปรี้ยวจี๊ดสะใจ สดชื่นขึ้นมาทันทีหายเหนื่อจากการเดินทางเลยค่ะ",1,0.13641661405563354,5,0.15821270644664764,1,0.12607674300670624,4
"ร้าน Tinee Eatery Workshop ตั้งอยู่ในซอยศรีวรา ทาวน์อินทาวน์ 4 ขับเข้าไปในซอยสักหน่อยก็เจอร้านแล้วค่ะ เปิดบริการทุกวันเวลา 09.00-18.00 น.สามารถจอดรถได้ที่หน้าร้านค่ะ
บรรยากาศร้าน ภายนอกจะเป็นตึกอิฐสีส้ม ภายในก็ยังคงตกแต่งเป็นอิฐและผสมผสานไม้ ให้ความรู้สึกอบบอุ่นดีค่ะ เหมาะแก่การพักผ่อนมากๆค่ะภายในร้านมี 2 ชั้นค่ะ ชั้นล่างเป็นร้านอาหาร ส่วยชั้น 2 เป็นที่เรียนทำขนมค่ะ
ที่นี่มีบริการทั้งอาหาร เบเกอรี่และเครื่องดื่ม ชา กาแฟค่ะ
เมนูอร่อย
สตูว์เนื้อโคขุน, ชิกเก้นปาร์มาและเครื่องดื่มอย่างเฟรบเป้มอคค่า(100 บาท)
รสชาติอาหารอร่อยมากค่ะ เพราะมีเจ้าของร้าน ที่เคยเป็นเชฟระดับโรงแรมห้าดาว การันตีความอร่อยค่ะ และราคาไม่แพง
การบริการของที่นี่ดีเยี่ยม พนักงานบริการดีมาก ประทับใจเลย",0,0.10497124493122101,1,0.07789146155118942,1,0.11878938972949982,3
"แถบนี้ร้านอาหารเยอะมากจนเลือกไม่ถูก เดินวนไปมา เจอร้านนี้เป็นร้านเนื้อทอดหน้าตาดูดี เมนูน่ากิน หน้าร้านมีบอกว่าได้ลงนิตยสาร dancyuด้วย ยิ่งเพิ่มความอยากกิน

เมนูแบ่งเป็น3เซต เล็ก เนื้อ50กรัม กลาง 100กรัมใหญ่ 150กรัม แล้วก็ชนิดของเนื้อ จะมีทั้งเนื้อวากิว และเนื้อปกติ มากับข้าวสลัด และซุปด้วย

รสชาติเนื้อกรอบนอกนุ่มใน อร่อย จิ้มกับนำ้จิ้ม3แบบที่ให้มา ยิ่งเข้ากัน

พนักงานพูดภาษาอังกฤษได้ขั้นดีมาก ไม่ต้องกลัวว่าจะงงกับเมนู",0,0.0365908183157444,3,0.1114247515797615,5,0.07833990454673767,4
ความรู้สึกถึงโรงภาพยนตร์ลิโด เมื่อค่ำคืนสุดท้ายที่โรงภาพยนตร์สแตนด์อโลนแห่งนี้ได้เวลาปิดฉากลง และนี่คือบันทึกสุดท้ายระหว่างแฟนๆ ผู้บริหาร และเจ้าหน้าที่ที่ได้บอกเล่าถึงความผูกพันตลอด 50 ปี ชมคลิปเต็มได้ที่ http://ow.ly/1Kzz30kiazq #Lido #LidoForever #TheStandardVDO #TheStandardCo,0,0.5284028053283691,2,0.536754310131073,5,0.6200804114341736,3
นาวาร่าจะแปลงเป็นเบนซ์ก็คงไม่แปลก ทีเอเวอร์เรสยังใว่กระจังมัสแตงเลย,1,0.6122004985809326,3,0.7530261874198914,1,0.7870672345161438,4
ได้ยินชื่อเสียงมานานนมสำหรับร้านนี้ที่ใครๆก็ว่าอร่อย อยากลองหลายทีแล้วมีโอกาสหน่อยเลยต้องจัดสักที ร้านนี้อยู่ในศูนย์การค้า ซีดีซี เลียบทางด่วนเอกมัยรามอินทรา เป็นร้านเล็กๆ เล็กจริง มีโต๊ะนั่งอยู่ไม่มาก แต่แน่นอนเรื่องนิวยอกชีสเค้ก สั่งมาหนึ่งชิ้น ทานไปคำแรก แบบปลาบปลื้มมาก อร่อยอะ ติดใจเลย แต่พอทานไปสักครึ่งชิ้นจะเริ่มมีอาการแอบเลี่ยนขึ้นมาแล้ว ทานไม่หมดชิ้น บอกตรงๆ เริ่มไม่ไหว แต่อร่อยมากนะอยากแนะนำ สตอเบอรี่ก็รสชาติดี แนะนำให้สั่งชามาทานด้วย ช่วยแก้เลี่ยนได้ดีเลยแหละ พนักงานน่ารัก แนะนำดี ราคาก็ร้อยกว่าบาทค่ะ,0,0.11603374034166336,1,0.11622510105371475,2,0.07271122187376022,4
"ootoya สาขานี้ตั้งอยู่ที่ paradise park ชั้น3 สาขานี้ไม่ใหญ่มาก แต่ตกแต่งสวยงามที่นั่งโปร่งนั่งสบาย บรรยากาศดี สบายๆ

วันนี้สั่งมา2 เมนูทานกับเพื่อนคนละเซต
- คัตสึโทจิ 
เป็นทงคัตสึตุ๋นมากับซุปปลาแห้ง รสชาติเข้มข้น ไม่เค็มมากเท่ากับมิโสะ รสชาตินุ่มมัน อร่อย
- ไก่ทอดซอสเปรี้ยวหวาน
จานนี้เพื่อนชอบทานมาก เพราะ ไก่ทอดหวานเปรี้ยว รสเข้มข้น ซอสเหนียวๆ ไก่น้อยชิ้นไปหน่อย แต่มีผักนุ่มๆใส่มาเยอะ ชุ่มซอส

ถ้าสั่งทานเป็นเซตสามารถเติมข้าวไม่อั้นด้วย เซตนึงไม่ถึง 300 บาทแต่ไม่รวม vat/scครับ ราคาสูงหน่อย แต่คุ้มค่าจริง ทานบ่อยครับ",0,0.0850079134106636,5,0.17304562032222748,4,0.03957800194621086,5
"บอกแล้วไงถ้าจะหาผม มาพบกันได้ไม่ยากคือต้องที่นี่เลย Starbucks  แต่จะเป็นที่ไหนนั้นก็คงตอบยากเพราะร้าน Starbucks นั้นมีทั่วไปแทบทุกพื้นที่ๆพลุกพล่านในเมืองไทย 

ร้าน Starbucks สาขานี้เป็นสาขาไม่ใหญ่มากนักมีที่นั่งไม่มากนัก จะนั่งนานมากนักก็รู้สึกเกรงใจลูกค้าใหม่ๆที่เข้ามาใช้บริการ แต่เอกลักษณ์ข้อดีของ Starbucks ก็ยังคงไว้เหมือนเดิม ทั้งการบริการ รสชาติของกาแฟและแอร์ที่เย็นเฉียบ

ทั้งสามอย่างนี้จึงเป็นจุดแข็งที่กาแฟนี่ห้ออื่นๆไม่สามารถเอาชนะได้ง่ายนัก!",0,0.29418647289276123,2,0.2863411605358124,2,0.26834410429000854,3
"เราชอบขนมร้านนี้ แม้คนจะทะลักตลอดเวลา แต่ขนมเค้าดีจริง อร่อยจริง ก็ต้องยอม

ที่จอดรถมีน้อยมากต้องยื้อแย่ง ถ้าในซอยไม่มีให้วนออกไปหาหน้าปากซอยดู

การรอคิวประมาณ 10 นาที ขนาดมาช่วงบ่ายคนก็ยังเยอะมากจริงๆ มีที่นั่งแบบ in door และ out door เราได้แบบนั่งข้างใน แอร์เย็นสบาย

เครื่องดื่มที่สั่งคือ คาราเมลคัสตาร์ด พุดดิ้ง คือมันหอม มันอร่อยมาก ลงตัวมาก ที่สุดแล้วแก้วนี้ แนะนำค่ะ

ขนม เราสั่งเป็น ช็อคโกแลต ลาวา บิงซู อันนี้ก็ที่สุดของความอร่อย น้ำแข็งเกล็ดละเอียด ราดด้วยช็อคโกแลตเข้มข้น มันหอม มันฟิน คือดีอ้ะ

ร้านก็ตกแต่งน่ารัก พนักงานบริการดี ติดอย่างเดียวคือ น้ำที่ให้ไปกดฟรี ใช้น้ำถังขาว ซึ่งมันไม่สะอาด เราดื่มแล้วเจ็บคอเลย เซ้นซิทีฟเกินคอเรา ถ้าเปลี่ยนได้จะเพอร์เฟ็คเลยค่ะ ร้านสวยและดีอยู่แล้วค่ะ",0,0.054014723747968674,3,0.2584257125854492,2,0.13829827308654785,5
"ร้าน Yakiniku บรรยากาศดี ราคาไม่แพง
ผมเลือกแบบอาหารชุด รายการอาหารที่ผมสั่งมีดังนี้
ชุดหมูสุดคุ้ม - 250
เนื้อใบพาย - 140
กุ้งมังกร - 190
น้ำเปล่า - 20
โดยเนื้อที่นำมาเสิร์ฟ ชิ้นใหญ่ คุณภาพดีสมราคาครับ
ทีเด็ดเป็นกุ้งมังกรตัวใหญ่ เนื้อแน่น จิ้มกับน้ำจิ้มซีฟู๊ตแล้ว ฟินมากๆ",0,0.1328391134738922,1,0.11319585144519806,1,0.12276382744312286,2
"เปรี้ยวปากอยากกินอะไรเผ็ดๆ เลยลองแวะมาลองอาหารอิสานที่ร้านตำซี๊ดส์ อยู่ถนนเส้นเลี่ยวเมืองหนองมนเยื้องๆ กับครัวชนบท ร้านนี้ดัดแปลงจากร้านเค้กเก่า บรรยากาศเลยดูน่ารักไม่เหมือนส้มตำ มีมุมน้องแกะด้วย แบ่งโซนนั่งห้องแอร์ และนั่งที่สนามหญ้าด้านนอกได้บรรยากาศดี สั่งอาหารมาชิมหลายอย่าง
         - ส้มตำซี้ดส์ 120 บาท เป็นส้มตำปูม้าเพิ่มมูลค่าโดยใส่ไข่ปูด้วย ได้รสสามรสกลมกล่อมดี
         - ลาบแซลม่อนวาซาบิ 150 บาทแซลม่อนยังเย็นๆ ได้รสชาติวาซาบิฉุนเบาๆ รสชาติเปรี้ยวนำ
         - ยำหอยหวาน 120 บาท หอยสด น้ำยำรสจัดดี
         - แหนมกระดูกหมูทอด 80 บาท รสชาติดี
         - ต้มแซบกระดูกอ่อน 150 บาท รสจัดจ้าน อร่อยดี
         - ส้มตำปู+ปลาร้า จานละ 60 บาท สั่งมา 2 จาน เผ็ดกัยไม่เผ็ด รสชาติเปรี้ยวไป
         - ยำคอหมูย่างชีส 90 บาท คอหมูรสชาติหวานเค็ม ตัดน้ำยำเปรี้ยวหวาน กินกับชีสเค็มๆ เข้ากันอร่อยดี
         - ปีกไก่ทอด 80 บาท มี 4 ชิ้น แพงไปนะจานนี้ รสชาติธรรมดา
  >>> รสชาติอาหารส่วนใหญ่ออกเปรี้ยวนำหรือจะเป็นคอนเซปร้านที่ต้องซี๊ดส์ ?? <<<",1,0.03872068226337433,3,0.07872999459505081,2,0.07611504197120667,5
"พนง.ดูงงๆ รอเตานานมากต้องทวงถาม เบียร์มาไม่เย็นเลย สั่งเนื้อมาย่างก็ไม่ค่อยสดและเหนียว ทานแล้วกลับบ้านมาท้องเสียอีกด้วย

โดยรวมคิดว่าราคาเท่านี้ ควรไปหาร้านอื่นที่อร่อยและได้นั่งในห้องแอร์สบายๆดีกว่าค่ะ",0,0.17098000645637512,2,0.1866614818572998,5,0.19796466827392578,5
"มาเที่ยวภูเก็ตถึงสนามบิน8โมงเช้านั่งรถเข้ามาถึงในเมืองประมาณเกือบ10โมง ถามพี่ที่ให้เช่ารถเค้าบอกร้านนี้อร่อย เลยมาลองดู มีเมนูเยอะดีค่ะ เราเดินไปเลือกแบบชี้มั่วๆเลย สักพักเค้าก็เอามาให้ที่โต๊ะ รสชาติดีเลยค่ะ(สั่งชาเย็นกินด้วยอร่อยมากกก) แต่ถ้ามาเช้ากว่านี้น่าจะดีเพราะตอนเราไปแดดออกแล้วแรงมาก ร้อนอยู่เหมือนกัน 
ทั้งหมดเรากินไป 300กว่าบาทค่ะ สิบกว่าเข่ง จำไม่ได้ว่าเข่งละเท่าไหร่",0,0.16658343374729156,1,0.1795712262392044,1,0.13608798384666443,5
วันนี้พบกับบูธของเราที่เซ็นทรัลอีก 1 วันนะคะ...สนใจชมรถ ISUZU MU-X Cartoon Network แวะมาชมกันได้เลยค่ะ ^_^,0,0.32114332914352417,1,0.38543909788131714,5,0.4519135653972626,3
สเต็กร้านนี้เค้าอยู่คู่คนไทยมานานพอสมควรนะค่ะ ตั้งแต่มุกอยูม.ต้น ก็กินแต่สเต็กร้านนี้ (เมื่อก่อนตัวเลือกไม่มาก เหมือนสมัยนี้) ราคาเริ่มต้น 299++ จุดเด่นอยู่ที่สลัดบาร์ เพราะมันฟรีไง ตักได้ไม่อั้น ส่วนตัวชอบตัก ซุปต้มยำ กินกับพาสต้า (ดัดแปลงเมนูขึ้นมาเอง 555),0,0.23668812215328217,2,0.16217924654483795,5,0.12297014892101288,5
ซื้อดีลไปลองแล้วคุณจะไม่ผิดหวัง ซอสสูตรลับจากฝรั่งเศส ที่เข้มข้น มิติของรสชาติที่ซับซ้อน แปลกๆในคำแรกแต่พอยิ่งกินยิ่งอร่อยเป็นอย่างมาก ช่วงนี้มีดีลกับวงในแนะนำซื้อสำหรับมื้อกลางวันไปกิน ราคาถือว่าถูกมากกกก เนื้อขนาดนี้กับราคาแค่สี่ร้อยกว่าบาท ! และเฟรนช์ที่มีเติมได้ไม่อั้นนั้นก็อร่อยมาก ถ้าไม่ห่วงเรื่องอ้วนคงกินกันจนไม่มีให้เติม !,0,0.197773277759552,1,0.18180568516254425,5,0.27129948139190674,2
