text,source,label,note
"แฟนชอบทานเนื้อเลยชวนมาค่ะ เค้าเคยมาทานแล้วติดใจ แต่เราไม่ทานเนื้อเลยทานอย่างอื่นแทน
แฟนบอกเนื้ออร่อยมาก เราซัดหมูไปแทน ชอบคอหมูย่างมากๆ ????
ร้านนี้ มีทั้งแบบบุฟเฟ่ห์และสั่งเอานะคะ น้ำจิ้มเด็ด ต้มแซ่บก็อร่อย บริการก็ดี เรียกเปลี่ยนเตาก็ไม่มีชักสีหน้า เลือกจะเอาเตาแยกต่อคนก็ได้ค่ะ สั่งแบบจิ้มจุ่มมาแจมก็ยังได้อีก อาจกลับบ้านหิวน้ำมากหน่อยนึง โดยรวมชอบค่ะ แนะนำเลยสำหรับคนชอบเนื้อ",wongnai,0,
ไปขับรีโว่เทียบดีแมก ตัดสินใจถอยรีโว่ทันที ทั้งที่ตอนแรกผมว่าดีแมกสวยกว่า 555,wisesight,0,
"อร่อยทุกอย่าง กระเพาะปลาชิ้นใหญ่เต็มคำเนื้อปูเยอะ เนื้อแพะไม่มีกลิ่นสาปเลยเนื้อนุ่มและหอมมาก ผัดหมี่ฮกเกี้ยนหอมมาก ออส่วนกรอบนอกนุ่มในใส่หอยนางรมเยอะ เป่าฮื้อเจี๋ยนก็อร่อย รสชาติดี
อาเจ็กเจ้าของร้านบริการดีมาก ใส่ใจลูกค้าดี ร้านตกแต่งสวยแบบสมัยใหม่และสะอาด ราคาไม่แพงเท่าร้านอาหารจีนอื่นๆ แต่รสชาติอร่อยแบบจีนแท้ๆเลย",wongnai,0,
"ชาเขียวร้อนหวานไปหน่อย แต่ก็พอทานได้
โรลวานิลลาไม่ค่อยอร่อย เนื้อเค้กแข็งไปนิด เคยทานวาฟเฟิลใช้ได้ค่ะ ร้านนี้ดีตรงฟรีwifiไม่มีการกดดันให้ลุก นั่งได้สบายๆ แอร์เย็นมีเพลงฟัง น้ำเปล่าฟรี พนักงานเกือบดีๆตรงที่มาเสริฟของถึงที่",wongnai,0,
ร้านติ่มซำที่เปิดตลอด 24 ชม หิวเวลาไหนก็แวะมาได้  ราวกับเซเว่น อีเลเว่น  เราจะต้องเดินไปเลือกที่ตู้กระจกก่อนว่าจะกินอะไร  จากนั้นพนักงานจะเอามาเสิร์ฟให้  ติ่มซำก็มีหลากหลายอุ่นมาร้อนๆ ราคาถือว่าไม่แพงมากกำลังดี  บะกุเต๋ รสชาติใช้ได้  แต่หักคะแนนในเรื่องของความน่ากินของอาหารไปหน่อย,wongnai,0,
ปรกติเป็นคนชอบทานข้าวหน้าแกงกะหรี่หมูทอดมาก เพราะทานง่ายและส่วนใหญ่รสชาติก็ไม่หนีกันมาก แต่ของร้าน OMU นี้ต้องขอบอกว่ารสชาติแปลกๆตรงน้ำแกงกะหรี่นี่แหละครับ รู้สึกว่ารสชาติมันจัดจ้านเกินไป ทานแล้วแสบคอ เป็นครั้งแรกและครั้งเดียวที่ผมทานแกงกะหรี่ไม่หมดนะเนี่ย ลองดูเนื้อและสีของแกงกะหรี่จากภาพดูสิครับ ดูมันแปลกๆนะ,wongnai,0,
"วันนี้มาทานอาหารญี่ปุ่นร้านประจำ 

ที่ผมประทับใจสุด อาจเป็นแค่เหตุผลง่ายๆคือชาเขียวที่นี่ฟรีแต่หอมมากๆๆ กลิ่นเหมือนข้าวญี่ปุ่นผสมมาด้วย 

วันนี้มาทานเมนูหมูสับราดซอสอะไรซักอย่างเป็นเมนูแนะนำแจ่เพิ่งลองทานวันแรกแต่ผมยังไม่ค่อยประทับใจมาก หมูเนื้อหยาบ ไปหน่อย แต่รสชาติซอสโอเค ราคาเมนูนี้ก็แพงกว่าเมนูอื่นๆด้วยเลยยังไม่ค่อยชอบมากครับ",wongnai,0,
"..ราดหน้า ผัดซีิ๊อิ๊ว เฮียเล้ง 60 ปี
....ร้านเก่าแก่คู่เมืองชลมายาวนาน ขายกันมาตั้งแต่รุ่นเตี่ย สมัยก่อนผัดกันบนรถเข็น 3 ล้อ ห่อด้วยใบตองผูกเชือกกระสอบ หิ้วกลับบ้านน้ำราดหน้าหยดเป็นทาง...555
....ปัจจุบันรสชาดก็ยังเหมือน เดิม ขายตั้งแต่ 1 ทุ่มไปถึงเที่ยงคืนโดยประมาณ ราคา 30-35 บ. (หมูอย่างเดียว) จอดรถได้ฝั่งเดียว วันคู่วันคี่",wongnai,0,
ชอบ Honda Civic เพราะมันคล่องตัวและกว้างเหมาะกับการใช้งาน Eveeve Eve แกไปดูกะชั้นนะ #ฮอนด้าที่รัก #EnjoyHondaThailand,wisesight,0,
เป็นร้านหนึ่งที่มาทานเป็นประจำ สำหรับบิงซู ชีวต ชีวา อาจเป็นเพราะว่ารสชาติถูกปากคนไทย อร่อยกว่าที่เกาหลีอีกนะ! ราคาไม่แพง เอื้อมถึงสบายๆ ตอนนี้มี 2สาขา แถวๆซอยกรรไกรทอง ศิริมังคลาจารย์ และเปิดใหม่ ที่ Nim city อีกหนึ่งสาขา แนะนำว่าควรไปลองซักครั้งแล้วจะติดใจ ????,wongnai,0,
กุ้งสด ก็ไม่มี ราคานี้ชาบูที่แบรนด์ไม่ดังก็ยังมี เป็นบุฟเฟ่ต์นานาชาติ แต่ชาติไหนๆเค้าก็มีกุ้งสดกัน ควรปรับปรุงค่ะ,wisesight,0,
น้องอิ้งอยากกินนนนนนน 🤤,wisesight,0,
"จบลงร้านนี้ทุกครั้งที่มาทำฟัน แต่ถึงจะไม่ทำฟันก็กินค่ะ 
อาหารตามสั่งและก๋วยเตี๋ยวแบบง่ายๆ ราคาก็แสนจะธรรมดา พิกัดร้านก็หาได้ไม่ยากเลยค่ะ ถ้าคนแถวโชคชัย4 คงรู้ เพราะเดินตากร้านส้มตำซัดดำ 50 เมตรก็ถึงแล้ว",wongnai,,
ขายดีมากร้านนี้  บางวันแวะไปซื้อตอน 9 โมงเช้า ไก่ทอดหมดและ แต่ถึงอย่างงั้น ไก่ต้มก็ไม่ทำให้ผิดหวังเช่นกัน  ร้านนี้เค้าให้ไก่สับมาชิ้นหนาๆไม่มีตบ  รสชาติน้ำจิ้มก็อร่อยเข้มข้นดี  ส่วนตัวน้ำซุป รสชาติดี หอมหวาน  คือ ถ้าอยากกินข้าวมันไก่เมื่อไหร่  ส่วนใหญ่จะแวะมาร้านนี้เสมอ  แนะนำให้มาลอง ไม่ผิดหวังแน่นอน,wongnai,,
รีโว่แค็ป ราคา9แสนกว่าเลยหรอคับ,wisesight,,
หิวมื้อดึก หาอะไรทานใกล้ๆบ้าน ร้านตั้งอยู่ระหว่างซอยประชาสงค์เคราะห์ 25/1 กับซอยประชาสงค์เคราห์ 23 มีโต๊ะให้นั่งทานพอสมควรค่ะ ร้านสะอาด วันนี้สั่งราดหน้าเส้นหมี่ 1 ถุง กะเพราหมู 1 ถุง ผัดซีอิ๊วเส้นใหญ่ 1 ถุง สั่งกลับไปทานที่บ้าน ทั้งหมดราคา 120 บาทค่ะ ได้ลองทานแค่ผัดซีอิ๊วเส้นใหญ่ค่ะ เส้นนุ่มมาก รสชาติอร่อยดีค่ะ ส่วนอีก 2 อย่างเป็นของพี่ชายค่ะ,wongnai,,
ข้าวมันไก่รสชาติดีนะครับ ข้าวแห้งไปนิดนึง น้ำจิ้มเข้มข้นเผ็ดใช้ได้ ถ้าต้องการเผ็ดมากก็เติมพริกเติมขิงได้อีกครับ ราคาก็สมกับคุณภาพนะครับ แต่แนะนำให้มากินตอนกลางคืนครับ คนขายคนละคน ให้เยอะไม่หวงไก่ ไม่มีตบไก่ให้แบนให้เสียอารมณ์,wongnai,,
ลดพิเศษเเต่ของน้อยไม่ค่อยเติม,wisesight,,
"ร้านหมูกรอบรสเด็ดของภูเก็ต ร้านนี้มีหลายเมนูให้เลือกเช่น ข้าวหมูแดง, ข้าวมันไก่, ข้าวหมูกรอบและข้าวขาหมู และทีเด็ดที่แนะนำก็คือข้าวขาหมูที่เนื้อหมูนุ่มมาก ขาหมูถูกตุ๋นมาเป็นเวลานาน ทำให้หมูนุ่มสุดๆ หนังหมูก็ลื่นมากแทบไม่ต้องแคี้ยวเลย  ร้านอยู่ถนนวิชิตสงคราม ตรงมาจากตลาดย่านหล่อโรง เจอสามแยกให้ตรงไปเรื่อยๆ ร้านอยู่ทางขวามือ",wongnai,,
ร้านนี้ชอบมากๆกับการตกแต่งร้านที่เป็นของเก่าสไตล์บ้านบ้านทำให้หวนรำลึกถึงสมัยเด็กที่เคยกินร้านก๋วยเตี๋ยวในหมู่บ้านที่เป็นร้านบันบ้านพื้นเป็นดินเป็นโต๊ะไม้เก่าเก่าในฟิวเดียวกันเลยส่วนเมนูอาหารก็จะเป็นเมนูก๋วยเตี๋ยวและเมนูข้าวเมนูข้าวมีเป็นเมนูประจำวันวันที่มาเป็นเมนูข้าวหมูอบรสชาติพอทานได้ถูกใจการตกแต่งร้านที่สวยเรียบง่ายและคุณป้าเจ้าของร้านที่เป็นกันเอง,wongnai,,
เป็นร้านอาหารชายทะเล  มีอาหารทะเลสดๆให้กินทุกวัน ทั้ง ปู ปลา กุ้ง หอยและปูทะเล เจ้าของร้านก็เป็นชาวประมง จึงมีเรือไว้บริการถ้าต้องการออกไปชมพระอาทิตย์ตกกลางทะเล หรือกลางวันในช่วงที่วาฬบูลด้าขึ้นก็สามรถจองไว้เพื่ออกไปกลางทะเลได้,wongnai,,
"ต้มเลือดหมูทานเช้าๆทำไมมันอร่อยอย่างนี้ 
ร้านนี้บริการต้มเลือดหมูกับข้าวขาหมู รสชาดถือว่าโอเลยนะ ทานกับข้าวสวยร้อนๆเข้ากันดีครับ สำหรับขาหมู ก้อโอล่ะแต่เข้มข้นน้อยไปนิด อ้อที่นี่จะติดกับร้านเนื้อตุ๋น หาไม่ยากนะครับ ลองมาชิมดูนะครับ",wongnai,,
ร้านตามสั่ง ที่เครื่องดีงาม ก้ามปูเป็นก้ามปู กุ้งตัวโตมว้าก จานเด็ดคือ กะเพรากรรเชียงปู และกุ้งกระเทียม จะสั่งเป็นราดข้าว หรือจานเดียวก้อมีให้เลือก ดูรูปแล้วจะพูดว่า สมราคามาก เสียตรงที่ ต้องเล็งหาที่จอดรถให้ดี และป้าแกทำคนเดียว ฉะนั้นอย่าใจร้อนนะฮาฟ,wongnai,,
"เดินผ่านเเล้วต้องสะดุดกับเมนูมะม่วงที่หลากหลาย รีบดิ่งไปชิมเลยคะ 
เราสั่งเมนู inside out size เล็ก 60 บาท
เป็นน้ำทะม่วงปั่น กับน้ำกะทิ เเละ ข้าวเหนียวมูล 
น้ำมะม่วงก็โอเค เเต่น้ำกะทิคือเฟล จืดๆไม่เข้มจ้นเลยอะคะ ข้าวเหนียวมูลก็แข็งมากกกกก",wongnai,,
ขี่เเลมโบกินี้กูจะไมว่าซักคำเรยเเค่ยาริสทำมะดารดบ้านผมยังแพงกว่าอีกป้านิสัยเเบบนี้เลิกซะ,wisesight,,
ร้านสเต็กที่ปรุงเนื้อได้อร่อย ตัวซอสเด่นมากๆ โดยเฉพาะเมนูสเต็กอกเป็ดราดซอสส้ม ตัวซอสส้มเข้ากับเนื้อเป็ดได้ดีมาก ส่วนสเต็กพอคชอปตัวเนื้อหมูแบบมีเดียมเข้ากับซอสBBQรสจัดนิดๆ เมนูประทับใจคือสลัดซีฟูด น้ำสลัดเผ็ดนิดเข้ากับซีฟูดได้ดี เยี่ยมยอดจริงๆ,wongnai,,
มีสรุปสั้นๆอ่านเม้นเอา,wisesight,,
เป็นธรรมดาที่ร้านอาหารไทยในโรงแรมรสชาติจะไม่เผ็ดถูกใจคนไทย ที่ร้านนี้ก็เช่นกัน ถึงรสชาติจะไม่เผ็ดมาก แต่ก็กลมกล่อม ส้มตำไทยรสเผ็ดนิดหน่อย ออกหวานนิดๆ ทอดมันปลากรายเนื้อเหนียวนุ่ม ปั้นมาเป็นรูปปลา ดูดีมาก ยำส้มโอรสชาติดีมาก กุ้งตัวเบิ้ม ตามแบบฉบับโรงแรมห้าดาว,wongnai,,
หิวอีกแล้นน,wisesight,,
สยามวัน ทำป้าย Directory ของกินล้วนๆเรียบร้อย เพื่อการหาร้านง่ายขึ้น อย่างน้อยรู้ชั้นละ ไม่ต้องเดินวนผิดชั้น หลังจากนี้ก็เดินหานะจ๊ะ (ผังห้างเป็นแบบวน ยังไงก็เจอ) --- ก็คือมี 7 ชั้น มีร้านชานมไข่มุกไปสัก 5 ชั้น สมกับเป็นห้างชานมไข่มุกจริงๆ ทุกแบรนด์ดังรวมที่นี่ไว้เรียบร้อย,wisesight,,
"ระหว่างทางกลับบ้าน เดินผ่านร้าน เลยแวะซะหน่อย ได้น้ำผักดื่มแก้เหนื่อย ""Fresh Morning Boost"" ราคา 55 บาท รสชาติออกเปรี้ยวนิด หวานหน่อย แต่ที่เด่นคือกลิ่นขึ้นช่ายแตะจมูกเชียว สมชื่อเค้าล่ะ ขนาดดื่มตอนเย็นสดชื่นเหมือนตอนเช้า เสียดายน้อยไปหน่อย หมดก่อนถึง BTS",wongnai,,
"เหมาะสำหรับมานั่งพักจิบน้ำชายามบ่ายชิลล์ๆ ด้านในร้านอาหารมีที่จอดรถประมาณ 10คัน สามารถจอดริมถนนได้อีก 

ราคาถือว่าแพงไปหน่อย เค้กชิ้นละ 125บาท ชิ้นค่อนข้างเล็ก

ส่วนกาแฟ ไม่แนะนำ กาแฟไม่ค่อยดีเท่าไหร ที่ร้านไม่มีน้ำเปล่าบริการฟรี",wongnai,,
ร้านอยู่ใน food villa2 ซอยทองหล่อ 13คนละส่วนอาคารกับ food villa พอถึงเวลาเที่ยงในหน่อยมีคนเข้ามาใช้บริการค่อนข้างเยอะราคาไม่แรงคุณภาพใช้ได้เลือกความเผ็ดระดับ3 รองสูงสุดแต่พริกญี่ปุ่นไม่เผ็ดเลยรสชาติอาหารเหมือนราเมงทั่วๆไป,wongnai,,
อายุไม่เกิน12ปี ความสูงมันก็ต้องเกิน130 อยู่แล้วป่ะค่ะ ถ้าจะให้เด็กฟรีไม่ควรจำกัดความสูง,wisesight,,
"อันดามันซีฟู๊ด โฉมใหม่ บุฟเฟ่ต์อาหารทะเลอร่อยๆ กับเมนู 200 กว่ารายการ และ สลัดผักสดๆ พร้อมน้ำสลัดอร่อยๆ ให้เลือกหลากหลาย ครีมซุป และสปาเก็ตตี้ สำหรับคุณหนูๆ ไม่อั้น ไม่จำกัดเวลา 
เพียงท่านละ 249฿ กับโปรสุดคุ้มมา 4 จ่าย 3 
พร้อมความบันเทิงครบครัน ห้องคาราโอเกะ ห้องจัดเลี้ยง ห้องสัมมนา ที่รองรับ ได้ 10 - 40 ท่าน
ภายในร้านสามารถรองรับลูกค้าได้ 500 ท่าน",wongnai,,
"coffee world สาขานี้ตั้งอยู่ที่ lotus sukumvit50 บริเวณชั้น2 ติดบันไดเลื่อน และร้านชานมcoco เห็นหน้าร้านเล็กๆ แต่บริเวณด้านในมีมุมเลี้ยวเข้าไปได้อีก ซึ่งทำให้บริเวณด้านในเงียบดีครับ นั่งพักได้สบายๆเลย 

วันนี้สั่งคาราเมลแมคริอาโต้ ใช้ดีแทคลดราคาเหลือแต่ประมาณ 40 บาทเองครับ รสชาติใช้ได้ กาแฟเข้มดี หอมอร่อย คาราเมลหวานนุ่มอร่อย ราคาดี รสชาติโอเค ผ่านครับ",wongnai,,
เอางี้ถ้าคนขับนาวาร่าขอโทษป้าที่จอดขวางหน้าบ้าน แล้วโซเชียลจะไม่ประมานเธอไหม ถ้าเปรมชัยขอโทษที่ล่าเสือดำ แล้วทุกคนจะเลิกด่าเปรมชัยไหม คนทุกคนทำอะไรไว้ก็ต้องรับผลกรรมนั้น จะมางอแงว่าขอโทษแล้วจบ พอห้ามด่านะ ? ตอนทีตัวเองไปใส่ร้ายเขารัวๆ พอเขาเตือนเคยหยุดไหม ถามหมายศาลในมือดู,wisesight,,
"ร้านบ้านๆ ชิวๆ ถ้อยทีถ้อยอาศัย ไม่ได้ทำเอารวย
แต่เน้นทำอาหารพื้นบ้านด้วยใจรักของคุณแม่ (ป้าณี) ขอแนะนำเมนูที่ไม่ควรพลาดนะครับ^___^

-สะตอกะปิกุ้ง
-หน่อเหรียงผัดเผ็ดหมู
-ยอดเหลียงผัดไข่
-แกงส้ม
-แกงพริกซี่โครงหมู
-น้ำพริกผักสด

อื่นๆเหมือนร้านทั่วๆไปครับ",wongnai,,
ร้านบะหมี่ไข่รสชาติดีแถวเอกมัย ทีเด็ดอยู่ที่น้ำซุปหมูสับที่ทานคู่กัน ร้านเปิดช่วงกลางคืน บะหมี่แห้งหมูแดงใส่ไข่อร่อยมาก แต่ถ้าเทียบกับราคาและปริมาณ ก็ยังถือว่าอยู่ในราคาที่สูงพอสมควร ต้องเข้าไปจอดรถในซอย เดินไม่ไกลมาก,wongnai,,
เป็นร้านที่หาง่ายขับไปทางเส้นน้ำโท้งร้านจะอยู่แยกไฟแดงพอดี(แยกไปแจ้ซ้อน)ร้านไม่ใหญ่มากติดริมถนนมีก๋วยเตี๋ยวและลวกจิ้มราคาไม่แพงให้เยอะมาหิวๆจัดไป1ถ้วยแน่นมากเนื้อลวกก็นุ่มไม่้เหนียวเคี้ยวสบายมีผักสดและน้ำบริการฟรี ที่จอดรถจอดตามข้างทางถ้ามาช่วยคนเยอะก็จอดไกลหน่อย,wongnai,,
นานทีจะได้เจอร้านโดนใจทั้งสไตล์การตกแต่ง ดนตรี รสชาติเครื่องดื่มและบริการ เสียดายที่มีเวลาไม่มากค่ะ ออเดอร์โมฮีโต้เพียงรายการเดียว สูตรของที่นี่จัดว่าหนัก เรียกว่าเข้มข้นเลยดีกว่า (ถูกใจมากนะคะ) รสเปรี้ยวเบา ๆ จากมะนาว กลิ่นมินต์หอม ดื่มแล้วรู้สึกสดชื่น ประกอบบรรยากาศโล่งโปร่งสบายของร้านและเสียงดนตรีแจ๊ส ไม่อยากไปไหนอีกเลย,wongnai,,
ร้านส้มตำแซ่บๆ ปูปลาร้าจัดเต็ม แต่ขอตินิดว่าส้มตำมือไม่ค่อยนิ่ง มาแต่ละครั้งรสชาติไม่ค่อยเหมือนกัน แต่ใครที่อยากหลีกหนีรสชาติแบบภาคกลางที่เน้นเปรี้ยวหวานมาลองร้านนี้ได้ ไส้ย่างกับเนื้อย่างติดมันก็กมักได้ดีแต่เนื้อที่สั่งต้องลุ้นกันจานต่อจานเพราะบางจานก็เนื้อนุ่มบางจานก็เหนียวจนเคี้ยวไม่ได้ ส่วนอีกรายการที่อยากแนะนำก็คือปลาเผา แต่ไม่ได้มีขายทุกวันมีแค่บางวัน ภาพรวมOK,wongnai,,
ถูกหวยงวดนี้จะเลี้ยง 555,wisesight,,
555555ใชาอ้อ,wisesight,,
ชอบ Honda jazz ขนาดรถเหมาะกับสาวๆ อย่างเรา กระทัดรัด ประหยัดน้ำมัน ราคาไม่แพงมาก จะไปไหนก็สะดวก คล่องตัว #ฮอนด้าที่รัก #EnjoyHondaThailand,wisesight,,
"ร้านดังของลำปางเลยครับ ถ้าผ่านแล้วไม่แวะถือว่าผิด ร้านใหญ่โต รับรองลูกค้าได้เป็นร้อย
ถ้ามาตอนเที่ยงแทบจะไม่พอนั่งกันเลย ขายดีมากๆ เมนูแนะนำต้อง ขนมจีนที่ถูกจัดใส่กระจาดเล็กๆ ม้วนเป็นคำๆพอดีคำ มีน้ำขนมจีนหลายน้ำ น้ำเงี้ยว แกงเขียวหวาน เผ็ด น้ำยา น้ำพริก จบท้ายด้วยปอเปี๊ยะญวน อิ่มสุดๆครับ",wongnai,,
ตอบแทนแอดคับ มันโหลดช้านิดนึงนะคับ ตอนนี้ยังลงชื่อได้ปกติ,wisesight,,
"กิน 599 บาท เดือนสองเดือนมากินที เที่ยวนี้วากิวโรสไม่ใช่วากิวโรสที่เคยกิน หั่นบาง เนื้อสีแดงไม่ใช่สีน้ำตาลเหมือนเมื่อก่อน เหนียว น้ำซอสไม่เข้าเนื้อไม่ฉ่ำ สิ้นหวัง คงพอกันแล้ว ปูอัดก็เปลี่ยนวัตถุดิบ แป้งเพียบ

อย่างอื่นที่สั่งมาโอเค ยังไม่ drop ลงเท่าวากิวโรส เสียดายครับ",wongnai,,
"มารตฐานเนื้อหมูยอ เนื้อแหนมเนือง น้ำจิ้ม ก็ผ่านนะคะ 
ไม่ได้แย่มาก พอทานได้ แต่แป้งแหนมเนืองที่แช่มาให้และเอามาวางไว้ในจานมันก็แข็งสิคะ 
รวมๆกับบริการที่เร่งรีบไม่ค่อยใส่ใจลูกค้า
เข้าใจนะคะว่าคนเยอะ 
ถ้ากลัวบริการไม่ทั่วถึงและคนเยอะก็ต้องบริหารงาน เพิ่มพนักงานหรืออะไรก็ตาม 
ลาขาดค่ะ ลาก่อน",wongnai,,
มีแสงโสมไม๊คับ,wisesight,,
พินาน่า lip lacquer ของนันดาพี่ว่าไง ดีมั้ยยย มันต่างกับของอีทูดี้ยังไงนอกจากชื่อแบรนด์อะคะ — คล้ายๆกันเลยค่ะแต่พี่…,wisesight,,
Mazda ยันไม่ทำรถเล็กกว่า Mazda 2,wisesight,,
มาตามรีวิววงใน ความนิยมอันดับหนึ่ง โรตี  ชาชัก ต้องร้านเตอบิลัง อยู่บนถนนคนเดิน@เกาะหลีเป๊ะ หน้าร้านคนรอทานเยอะ สั่งเลยชาชักเย็นตามป้าย ลีลาชักชาก้โอเคนะ แต่พอลองชิมรสชาด ชาเบาบางไม่เข้มข้น ไม่ได้กลิ่นหอมของชาเลย,wongnai,,
อร่อย อิ่ม ครบรส ที่ mk เท่านั้นคราบบ,wisesight,,
ร้านสวัสดิการที่นี่เมนูค่อนข้างหลากหลายกว่าอุทยานแห่งชาติ ส่วนใหญ่.    มีอาหารทะเลง่ายๆ อาหารตามสั่งทั่วไป และอาหารจานเดียวราคาไม่แพง (40บาท) ใครมานอนกางเต๊นท์หรือพักบ้านพักที่นี่สามารถฝากท้องได้เลย.  โดยไม่ต้องไปกินที่ตลาดประจวบ ที่ห่างไป 20 โล เมนูส่วนมาก ค่อนข้างอร่อย ใช้วัตถุดิบค่อนข้างสด.  กินไป 2 มื้อ 7 เมนู อร่อย 6 เมนู อีกเมนูคือยำวุ้นเส้น รสไม่ค่อยจัด โดยรวมผ่านสบายๆ,wongnai,,
"ร้านนี้รู้จักเพราะผิดหวังจากร้านปิ้งย่างติดๆกัน ตอนเดินผ่านรู้สึกว่าร้านสะอาดน่านั่งดี ร้านนี้น่าจะเน้น ชาบู มากกว่าเพราะ option อื่นๆมีแต่ shushi กิมจิ  อาหารที่นี่จะใส่กล่องพลาสติกแล้วแช่ตู้เย็นไว้ มีพนักงานเติมตลอดไม่ขาดตอน พอเริ่มอิ่มก็เริ่มสังเกต กล่องบรรจุเหมือนผ่านการใช้งานมาแล้ว ... ถ้าเป็น
กล่องพลาสติกใสตามรูปจะล้างด้วยวิธีใดหนอ ???",wongnai,,
อยากได้ภาษี อยากได้เงิน ไปหาเก็บส่วย พวกค้ายา เถอะ กินกันไปยาวๆเลย,wisesight,,
"หลังจากที่โดนยั่วโดยหลายๆ เว็บ หลายๆ ทวีต วันนี้ได้ไปลองของจริงซักที
Shibuya Honey Toast ของเค้าดีจริงๆ อย่างอื่นก็อร่อยดีครับ มีน้ำชาไว้ล้างปากฟรีๆ เพราะแต่ละอย่างนี่หวานเหลือเกิน
แล้วจะไปกินอีกแน่นอน แว่วข่าวมาว่าจะไปเปิดเพิ่มที่พารากอนด้วยฮะ",wongnai,,
กินทุกวันจนท้องเสียก็เพราะช้างนี่แหละ,wisesight,,
"พอดีจะหาร้านนั่งเม้าท์เพลินๆกับเพื่อน ไม่อยากทานอาหารหนัก อยากหม่ำของหวานมากกว่า เลยมาที่ร้าน Buttercup จ้า เพราะเห็นบรรยากาศน่านั่งดี ดูสว่างๆ สดใสๆ น่ารักดี

สั่ง pancake with fresh มาทานจ้า ราคา 180 บาทแหน่ะ จะเป็นแพนเค้กชิ้นเล็กๆ ประมาณ 3 ชิ้น มีผลไม้สดมาให้พอประมาณ แล้วราดด้วยไซรัป แป้งแพนเค้กไม่ได้นิ่มมาก แต่ก็ไม่ได้ร่วนจนเกินไป ผลไม้สดใช้ได้ โดยรวมโอเค แต่ไม่ได้อร่อยจนฟินมากมายจ้า",wongnai,,
ร้านนครบะหมี่อยู่บริเวณโรงหนังเก่า ทางเข้าอยู่ตรงข้ามชาบูอินดี้ มีขายหลายอย่าง บะหมี่ ข้าวหมูแดง ต้มเลือดหมู แต่ได้ลองกินบะหมี่เกี๊ยวแห้ง เส้นเป็นบะหมี่เปาะ นุ่ม หมู่แดงรสชาติดี เกี๊ยวแป้งไม่หน้า ใส้หมูสับปรุงรสมาดี แต่ผมไใชอบฮือก๊วย ธรรมดาเกินไป รวมรวมแล้วอร่อยดี กับขนมจีบ รสชาติดี มาลูกเล็กๆ ใส้คล้ายๆเกี๊ยวอยู่  กินแนมกับผักกาดหอมใช้ได้,wongnai,,
ร้านนี้เป็นร้านใหม่ก่อนเลี้ยวเข้าซอยนราธิวาส24 ใกล้กับthe up ภายในร้านสะอาด มีห้องแอร์และด้านนอก ที่จอดรถมีด้านข้างร้านและริมถนนด้านหน้า มีดนตรีสด แต่เสียงดังเกินไป และเล่นไม่เพราะ แต่ถ้าพูดถึงอาหาร รสชาติดีมาก และพนักงานน่ารัก ดูแลดี แกงฮังเลอร่อยมาก อยากให้มาลอง รสชาติกลมกล่อม กุ้งกระเบื้องกรอบและมีเนื้อกุ้งเห็นชัด ส่วนจิ้นก็ใช้ได้ สำหรับคนทานเนื้อน่าจะชอบ ครั้งหน้าจะกลับไปลองข้าวซอย :),wongnai,,
วันไหนนนน,wisesight,,
"ร้านตั้งอยู่บนอาคารอเนกวานิช บนชั้น3 ถ้าไม่สังเกตุจะไม่มีทางรู้เลยว่ามีร้านอาหารอยู่บนนี้
ร้านขนาดเท่ากับตึก2คูหา ตก ต่งแบบร้านอาหารจีนทั่วไป ไม่ได้หรูหราอะไร เมนูแนะนำ เป็ดปักกิ่ง เสี่ยวหลงเปา ราดหน้าเป็ด
รสชาดธรรมดา ราคารับได้ ไม่ได้แนะนำให้มาลอง แต่คนมาเรื่อยๆ",wongnai,,
คือมีแต่คนเลิกงานห้าโมงบาดนิ,wisesight,,
ร้านนี้คนเข้าร้านเรื่อยๆ ราคาก็ชิ้นละ 200 กว่าบาท เบอร์เกอร์อร่อย ให้เนื้อเยอะ แป้งมีหลายสี สามารถเลือกได้ สีเหลืองคือฟังทอง ตกแต่งร้านสวย ลูกค้าส่วนใหญ่เป็นคนฝรั่ง ไม่ค้อยมีคนไทยเลย ต้องลองซักครั้งในชีวิต,wongnai,,
ไปวันไหน ตอนเที่ยงเล่ยม้ะ,wisesight,,
ร้านหมูยกขา เป็นร้านอาหารร้านหนึ่งในศูนย์อาหารเจียงลูกชิ้นปลา พุทธมณฑลสาย3 มีทั้งที่ตั้งร้านอยู่ด้านนอกและด้านใน เมนูที่สั่ง คือ ข้าวหมูตุ๋น ราคา 60 บาท ข้าวหอมมะลิร้อนๆเสิร์ฟมาพร้อมกับซี่โครงหมูตุ๋น เป็นกระดูกอ่อนด้วยนะคะ รสชาติเค็มๆเผ็ดพริกไทยเล็กน้อย แต่น้ำมันเยอะไปนิดหน่อย รวมๆก็โอเคค่าา อร่อยดี,wongnai,,
